Code,Location_n,Country,Latitude,Longitude,Date_colle,number_col,Afum_01,number_ARA,ARAf_01,colonies_A,SAMPLE_1_e,urban_rura,tasmax
WS18-041-02,2,UK,51.72,-0.61,17/12/2018,0,0,0,0,0,21,urban,9.411805153
WS18-041-01,1,UK,51.72,-0.61,17/12/2018,0,0,0,0,0,21,urban,9.411805153
WS18-114-02,2,UK,51.75,-0.60,20/12/2018,0,0,0,0,0,21,urban,11.5260067
WS18-026-01,1,UK,51.71,-0.60,17/12/2018,0,0,0,0,0,21,urban,9.648646355
WS18-114-01,1,UK,51.76,-0.59,20/12/2018,2,1,0,0,1,21,urban,11.90538311
WS18-039-01,1,UK,52.34,-0.54,17/12/2018,1,1,0,0,1,21,urban,9.79102993
WS18-039-02,2,UK,52.34,-0.54,17/12/2018,0,0,0,0,0,21,urban,9.79102993
WS18-094-01,1,UK,53.24,-0.50,19/12/2018,4,1,0,0,1,21,urban,8.675569534
WS18-094-02,2,UK,53.24,-0.50,19/12/2018,2,1,0,0,1,21,urban,8.675569534
WS18-071-02,2,UK,51.53,-0.47,18/12/2018,0,0,0,0,0,20,urban,10.05084991
WS18-064-01,1,UK,51.73,-0.45,17/12/2018,0,0,0,0,0,21,urban,9.932821274
WS18-073-02,2,UK,51.01,-0.44,17/12/2018,0,0,0,0,0,21,urban,11.17937946
WS18-064-02,2,UK,51.73,-0.44,17/12/2018,1,1,0,0,1,21,urban,9.735204697
WS18-125-02,2,UK,51.38,-0.42,19/12/2018,0,0,0,0,0,21,urban,9.904847145
WS18-125-01,1,UK,51.38,-0.42,19/12/2018,2,1,1,1,2,21,urban,9.904847145
WS18-081-01,1,UK,52.73,-0.36,18/12/2018,0,0,0,0,0,21,urban,9.950814247
