Code,Location_n,Country,Latitude,Longitude,Date_colle,number_col,Afum_01,number_ARA,ARAf_01,colonies_A,SAMPLE_1_e,urban_rura,tasmax
SA19-106-01,1,UK,52.44,-3.57,20/03/2019,0,0,0,0,0,4,rural,14.41681671
SA19-080-02,2,UK,54.51,-3.55,20/03/2019,0,0,0,0,0,21,urban,9.779480934
SA19-107-02,2,UK,52.47,-3.54,20/03/2019,0,0,0,0,0,21,urban,14.75080109
SA19-107-01,1,UK,52.43,-3.54,20/03/2019,0,0,0,0,0,4,rural,14.76437092
SA19-170-02,2,UK,52.44,-3.54,22/03/2019,1,1,0,0,1,21,urban,10.58075619
SA19-170-01,1,UK,52.45,-3.54,22/03/2019,1,1,1,1,2,21,urban,10.83345509
SA19-037-01,1,UK,52.44,-3.53,20/03/2019,0,0,0,0,0,21,urban,14.91186428
SA19-169-02,2,UK,52.44,-3.53,20/03/2019,0,0,0,0,0,21,urban,14.91186428
SA19-037-02,2,UK,52.44,-3.53,20/03/2019,0,0,0,0,0,21,urban,14.91186428
SA19-225-02,2,UK,50.71,-3.53,27/03/2019,0,0,0,0,0,21,urban,14.92712498
SA19-038-01,1,UK,52.50,-3.51,19/03/2019,0,0,0,0,0,4,rural,11.95565319
SA19-169-01,1,UK,52.50,-3.50,20/03/2019,0,0,0,0,0,4,rural,15.03226662
SA19-144-02,2,UK,52.46,-3.48,20/03/2019,0,0,0,0,0,4,rural,14.93552876
SA19-144-01,1,UK,52.46,-3.48,20/03/2019,0,0,0,0,0,4,rural,14.93552876
SA19-119-01,1,UK,54.39,-3.47,21/03/2019,0,0,0,0,0,21,urban,11.84349346
SA19-119-02,2,UK,54.39,-3.47,21/03/2019,0,0,0,0,0,21,urban,11.84349346
SA19-038-02,2,UK,52.45,-3.47,20/03/2019,0,0,0,0,0,4,rural,13.95247746
SA19-157-02,2,UK,56.06,-3.46,20/03/2019,1,1,0,0,1,21,urban,14.64256668
SA19-080-01,1,UK,54.43,-3.46,20/03/2019,0,0,0,0,0,4,rural,10.3426857
SA19-118-01,1,UK,54.42,-3.42,21/03/2019,0,0,0,0,0,21,urban,11.59189892
SA19-118-02,2,UK,54.42,-3.42,21/03/2019,0,0,0,0,0,21,urban,11.59189892
SA19-078-02,2,UK,51.53,-3.34,20/03/2019,17,1,1,1,2,21,urban,11.88018036
SA19-078-01,1,UK,51.53,-3.34,20/03/2019,8,1,0,0,1,21,urban,11.88018036
SA19-157-01,1,UK,55.94,-3.31,20/03/2019,0,0,0,0,0,21,urban,15.54905319
SA19-130-02,2,UK,58.96,-3.30,20/03/2019,0,0,0,0,0,21,urban,12.07201767
SA19-130-01,1,UK,58.95,-3.30,20/03/2019,1,1,0,0,1,21,urban,12.36516094
SA19-158-02,2,UK,56.51,-3.26,21/03/2019,0,0,0,0,0,3,rural,14.71420574
SA19-158-01,1,UK,56.51,-3.26,21/03/2019,1,1,0,0,1,3,rural,14.71420574
SA19-151-01,1,UK,55.95,-3.24,20/03/2019,1,1,0,0,1,21,urban,16.65337181
SA19-115-02,2,UK,55.96,-3.22,21/03/2019,0,0,0,0,0,20,urban,15.06976891
SA19-150-01,1,UK,55.97,-3.21,20/03/2019,0,0,0,0,0,21,urban,16.70075798
SA19-150-02,2,UK,55.97,-3.21,20/03/2019,0,0,0,0,0,21,urban,16.70075798
SA19-013-01,1,UK,55.91,-3.21,19/03/2019,0,0,0,0,0,21,urban,12.42273426
SA19-005-02,2,UK,55.86,-3.20,19/03/2019,1,1,0,0,1,21,urban,10.01831818
SA19-111-02,2,UK,55.86,-3.20,20/03/2019,0,0,0,0,0,21,urban,14.45112705
SA19-026-02,2,UK,55.86,-3.20,20/03/2019,0,0,0,0,0,21,urban,14.45112705
SA19-151-02,2,UK,55.96,-3.20,21/03/2019,0,0,0,0,0,20,urban,15.10232162
SA19-013-02,2,UK,55.91,-3.20,19/03/2019,0,0,0,0,0,1,rural,12.2130518
SA19-197-01,1,UK,55.64,-3.19,23/03/2019,0,0,0,0,0,21,urban,9.416817665
SA19-142-02,2,UK,53.22,-3.18,20/03/2019,0,0,0,0,0,4,rural,14.76834869
SA19-142-01,1,UK,53.22,-3.18,20/03/2019,0,0,0,0,0,21,urban,14.76834869
SA19-223-01,1,UK,55.92,-3.17,21/03/2019,1,1,0,0,1,21,urban,15.10776901
SA19-223-02,2,UK,55.92,-3.17,21/03/2019,1,1,0,0,1,20,urban,14.98223495
